广东,#genre#
汕头综合,http://61.145.178.78:4022/udp/239.253.43.30:5146
汕头综合高清,http://61.145.178.78:4022/udp/239.77.1.130:5146
汕头综合高清,http://61.145.178.78:4022/udp/239.253.43.45:5146
汕头经济生活,http://61.145.178.78:4022/udp/239.253.43.43:5146
汕头经济生活高清,http://61.145.178.78:4022/udp/239.77.1.131:5146
汕头经济生活高清,http://61.145.178.78:4022/udp/239.253.43.46:5146
汕头文旅体育,http://61.145.178.78:4022/udp/239.253.43.44:5146
汕头文旅体育高清,http://61.145.178.78:4022/udp/239.77.1.132:5146
汕头文旅体育高清,http://61.145.178.78:4022/udp/239.253.43.47:5146
清远新闻综合,http://61.145.178.78:4022/udp/239.253.43.31:5146
清远新闻综合高清,http://61.145.178.78:4022/udp/239.253.43.33:5146
清远公共,http://61.145.178.78:4022/udp/239.253.43.32:5146
清远公共高清,http://61.145.178.78:4022/udp/239.253.43.34:5146
云浮综合,http://61.145.178.78:4022/udp/239.253.43.195:5146
云浮综合高清,http://61.145.178.78:4022/udp/239.77.0.253:5146
云浮文旅,http://61.145.178.78:4022/udp/239.253.43.194:5146
云浮文旅高清,http://61.145.178.78:4022/udp/239.77.0.254:5146
茂名综合,http://61.145.178.78:4022/udp/239.77.0.204:5146
茂名综合高清,http://61.145.178.78:4022/udp/239.77.0.206:5146
茂名公共,http://61.145.178.78:4022/udp/239.77.0.205:5146
茂名公共高清,http://61.145.178.78:4022/udp/239.77.0.207:5146


央视,#genre#

CCTV1,http://61.145.178.78:4022/udp/239.77.0.30:5146
CCTV1,http://61.145.178.78:4022/udp/239.77.1.20:5146
CCTV1高清,http://61.145.178.78:4022/udp/239.77.1.17:5146
CCTV1高清,http://61.145.178.78:4022/udp/239.77.1.144:5146
CCTV1高清,http://61.145.178.78:4022/udp/239.77.0.86:5146
CCTV1超清,http://61.145.178.78:4022/udp/239.77.0.129:5146
CCTV2财经,http://61.145.178.78:4022/udp/239.77.0.31:5146
CCTV2,http://61.145.178.78:4022/udp/239.77.1.28:5146
CCTV2高清,http://61.145.178.78:4022/udp/239.77.1.158:5146
CCTV2高清,http://61.145.178.78:4022/udp/239.253.43.17:5146
CCTV2高清,http://61.145.178.78:4022/udp/239.77.0.137:5146
CCTV3,http://61.145.178.78:4022/udp/239.0.10.52:5052
CCTV3,http://61.145.178.78:4022/udp/239.77.0.32:5146
CCTV3高清,http://61.145.178.78:4022/udp/239.77.0.169:5146
CCTV4,http://61.145.178.78:4022/udp/239.77.0.33:5146
CCTV4,http://61.145.178.78:4022/udp/239.77.1.41:5146
CCTV4高清,http://61.145.178.78:4022/udp/239.77.1.163:5146
CCTV4高清,http://61.145.178.78:4022/udp/239.77.1.166:5146
CCTV4高清,http://61.145.178.78:4022/udp/239.77.0.78:5146
CCTV5体育,http://61.145.178.78:4022/udp/239.0.10.53:5053
CCTV5体育,http://61.145.178.78:4022/udp/239.77.0.34:5146
CCTV5高清,http://61.145.178.78:4022/udp/239.77.0.241:5146
CCTV5高清,http://61.145.178.78:4022/udp/239.77.0.170:5146
CCTV5超清,http://61.145.178.78:4022/udp/239.77.0.177:5146
CCTV5+,http://61.145.178.78:4022/udp/239.77.1.146:5146
CCTV5+高清,http://61.145.178.78:4022/udp/239.77.0.87:5146
CCTV5+高清,http://61.145.178.78:4022/udp/239.77.1.31:5146
CCTV5+高清,http://61.145.178.78:4022/udp/239.77.1.147:5146
CCTV6电影,http://61.145.178.78:4022/udp/239.0.10.54:5054
CCTV6电影,http://61.145.178.78:4022/udp/239.77.0.35:5146
CCTV6高清,http://61.145.178.78:4022/udp/239.77.0.171:5146
CCTV7,http://61.145.178.78:4022/udp/239.77.0.36:5146
CCTV7,http://61.145.178.78:4022/udp/239.77.1.24:5146
CCTV7高清,http://61.145.178.78:4022/udp/239.77.1.159:5146
CCTV7高清,http://61.145.178.78:4022/udp/239.77.1.167:5146
CCTV7高清,http://61.145.178.78:4022/udp/239.77.0.138:5146
CCTV8,http://61.145.178.78:4022/udp/239.0.10.55:5055
CCTV8,http://61.145.178.78:4022/udp/239.77.0.37:5146
CCTV8高清,http://61.145.178.78:4022/udp/239.77.0.172:5146
CCTV9,http://61.145.178.78:4022/udp/239.77.0.38:5146
CCTV9,http://61.145.178.78:4022/udp/239.77.1.65:5146
CCTV9高清,http://61.145.178.78:4022/udp/239.77.1.160:5146
CCTV9高清,http://61.145.178.78:4022/udp/239.77.1.168:5146
CCTV9高清,http://61.145.178.78:4022/udp/239.77.0.135:5146
CCTV10,http://61.145.178.78:4022/udp/239.77.0.39:5146
CCTV10,http://61.145.178.78:4022/udp/239.77.1.25:5146
CCTV10高清,http://61.145.178.78:4022/udp/239.77.1.113:5146
CCTV10高清,http://61.145.178.78:4022/udp/239.77.1.169:5146
CCTV10高清,http://61.145.178.78:4022/udp/239.77.0.134:5146
CCTV11,http://61.145.178.78:4022/udp/239.77.0.40:5146
CCTV11,http://61.145.178.78:4022/udp/239.77.1.42:5146
CCTV11高清,http://61.145.178.78:4022/udp/239.77.1.238:5146
CCTV12,http://61.145.178.78:4022/udp/239.77.0.41:5146
CCTV12,http://61.145.178.78:4022/udp/239.77.1.10:5146
CCTV12高清,http://61.145.178.78:4022/udp/239.77.1.109:5146
CCTV12高清,http://61.145.178.78:4022/udp/239.77.1.170:5146
CCTV12高清,http://61.145.178.78:4022/udp/239.77.0.136:5146
CCTV13,http://61.145.178.78:4022/udp/239.77.0.42:5146
CCTV13,http://61.145.178.78:4022/udp/239.77.1.26:5146
CCTV13高清,http://61.145.178.78:4022/udp/239.77.0.188:5146
CCTV13高清,http://61.145.178.78:4022/udp/239.253.43.196:5146
CCTV14,http://61.145.178.78:4022/udp/239.77.0.43:5146
CCTV14,http://61.145.178.78:4022/udp/239.77.1.43:5146
CCTV14高清,http://61.145.178.78:4022/udp/239.77.1.161:5146
CCTV14高清,http://61.145.178.78:4022/udp/239.77.1.171:5146
CCTV14高清,http://61.145.178.78:4022/udp/239.77.0.133:5146
CCTV15,http://61.145.178.78:4022/udp/239.77.0.44:5146
CCTV15,http://61.145.178.78:4022/udp/239.77.1.11:5146
CCTV15高清,http://61.145.178.78:4022/udp/239.77.1.239:5146
CCTV16高清,http://61.145.178.78:4022/udp/239.77.1.76:5146
CCTV16-4K,http://61.145.178.78:4022/udp/239.77.1.98:5146
CCTV17,http://61.145.178.78:4022/udp/239.77.0.115:5146
CCTV17,http://61.145.178.78:4022/udp/239.77.1.123:5146
CCTV17高清,http://61.145.178.78:4022/udp/239.77.1.121:5146
CCTV17高清,http://61.145.178.78:4022/udp/239.77.0.198:5146
CCTV4K,http://61.145.178.78:4022/udp/239.77.0.194:5146
CCTV4K50p,http://61.145.178.78:4022/udp/239.77.0.174:5146
CGTN,http://61.145.178.78:4022/udp/239.77.0.45:5146
CGTN,http://61.145.178.78:4022/udp/239.77.1.27:5146
CGTN英语高清,http://61.145.178.78:4022/udp/239.77.0.199:5146
CGTN西班牙语高清,http://61.145.178.78:4022/udp/239.77.0.221:5146
CGTN法语高清,http://61.145.178.78:4022/udp/239.77.0.228:5146
CGTN阿拉伯语高清,http://61.145.178.78:4022/udp/239.253.43.200:5146
CGTN俄语高清,http://61.145.178.78:4022/udp/239.253.43.201:5146
CCTV风云足球高清,http://61.145.178.78:4022/udp/239.253.43.20:5146
CCTV风云足球高清,http://61.145.178.78:4022/udp/239.253.43.14:5146
CCTV高尔夫网球高清,http://61.145.178.78:4022/udp/239.253.43.22:5146
CCTV高尔夫网球高清,http://61.145.178.78:4022/udp/239.253.43.12:5146
CCTV央视文化精品高清,http://61.145.178.78:4022/udp/239.253.43.27:5146
CCTV央视文化精品高清,http://61.145.178.78:4022/udp/239.253.43.13:5146
CCTV风云音乐高清,http://61.145.178.78:4022/udp/239.253.43.29:5146
CCTV风云音乐高清,http://61.145.178.78:4022/udp/239.253.43.6:5146
CCTV第一剧场高清,http://61.145.178.78:4022/udp/239.253.43.28:5146
CCTV第一剧场高清,http://61.145.178.78:4022/udp/239.253.43.15:5146
CCTV怀旧剧场高清,http://61.145.178.78:4022/udp/239.253.43.25:5146
CCTV怀旧剧场高清,http://61.145.178.78:4022/udp/239.253.43.5:5146
CCTV风云剧场高清,http://61.145.178.78:4022/udp/239.253.43.26:5146
CCTV风云剧场高清,http://61.145.178.78:4022/udp/239.253.43.16:5146
CCTV世界地理高清,http://61.145.178.78:4022/udp/239.253.43.24:5146
CCTV世界地理高清,http://61.145.178.78:4022/udp/239.253.43.7:5146
CCTV电视指南高清,http://61.145.178.78:4022/udp/239.253.43.19:5146
CCTV电视指南高清,http://61.145.178.78:4022/udp/239.253.43.10:5146
CCTV兵器科技高清,http://61.145.178.78:4022/udp/239.253.43.18:5146
CCTV兵器科技高清,http://61.145.178.78:4022/udp/239.253.43.9:5146
CCTV女性时尚高清,http://61.145.178.78:4022/udp/239.253.43.23:5146
CCTV女性时尚高清,http://61.145.178.78:4022/udp/239.253.43.8:5146
CCTV央视台球高清,http://61.145.178.78:4022/udp/239.253.43.21:5146
CCTV央视台球高清,http://61.145.178.78:4022/udp/239.253.43.11:5146

卫视,#genre#
湖南卫视,http://61.145.178.78:4022/udp/239.77.0.46:5146
湖南卫视,http://61.145.178.78:4022/udp/239.77.1.29:5146
湖南卫视高清,http://61.145.178.78:4022/udp/239.77.1.5:5146
湖南卫视高清,http://61.145.178.78:4022/udp/239.77.1.129:5146
湖南卫视高清,http://61.145.178.78:4022/udp/239.77.0.88:5146
湖南卫视超清,http://61.145.178.78:4022/udp/239.77.0.127:5146
浙江卫视,http://61.145.178.78:4022/udp/239.77.0.47:5146
浙江卫视,http://61.145.178.78:4022/udp/239.77.1.32:5146
浙江卫视高清,http://61.145.178.78:4022/udp/239.77.1.33:5146
浙江卫视高清,http://61.145.178.78:4022/udp/239.77.1.150:5146
浙江卫视高清,http://61.145.178.78:4022/udp/239.77.0.89:5146
浙江卫视超清,http://61.145.178.78:4022/udp/239.77.0.125:5146
江苏卫视,http://61.145.178.78:4022/udp/239.77.0.48:5146
江苏卫视,http://61.145.178.78:4022/udp/239.77.1.40:5146
江苏卫视高清,http://61.145.178.78:4022/udp/239.77.1.18:5146
江苏卫视高清,http://61.145.178.78:4022/udp/239.77.0.90:5146
东方卫视,http://61.145.178.78:4022/udp/239.77.0.49:5146
东方卫视,http://61.145.178.78:4022/udp/239.77.1.48:5146
东方卫视高清,http://61.145.178.78:4022/udp/239.77.1.218:5146
东方卫视高清,http://61.145.178.78:4022/udp/239.77.0.98:5146
安徽卫视,http://61.145.178.78:4022/udp/239.77.0.50:5146
安徽卫视,http://61.145.178.78:4022/udp/239.77.1.13:5146
安徽卫视高清,http://61.145.178.78:4022/udp/239.77.1.92:5146
安徽卫视高清 (CAVS),http://61.145.178.78:4022/udp/239.77.1.157:5146
安徽卫视高清,http://61.145.178.78:4022/udp/239.77.0.183:5146
北京卫视,http://61.145.178.78:4022/udp/239.77.0.51:5146
北京卫视,http://61.145.178.78:4022/udp/239.77.1.14:5146
北京卫视高清,http://61.145.178.78:4022/udp/239.77.1.4:5146
北京卫视高清,http://61.145.178.78:4022/udp/239.77.1.151:5146
北京卫视高清,http://61.145.178.78:4022/udp/239.77.0.91:5146
天津卫视,http://61.145.178.78:4022/udp/239.77.0.52:5146
天津卫视,http://61.145.178.78:4022/udp/239.77.1.37:5146
天津卫视高清,http://61.145.178.78:4022/udp/239.77.1.141:5146
天津卫视高清,http://61.145.178.78:4022/udp/239.77.1.182:5146
天津卫视高清,http://61.145.178.78:4022/udp/239.77.0.97:5146
天津卫视超清,http://61.145.178.78:4022/udp/239.77.0.131:5146
山东卫视,http://61.145.178.78:4022/udp/239.77.0.53:5146
山东卫视,http://61.145.178.78:4022/udp/239.77.1.66:5146
山东卫视高清,http://61.145.178.78:4022/udp/239.77.1.142:5146
山东卫视高清 (CAVS),http://61.145.178.78:4022/udp/239.77.1.153:5146
山东卫视高清,http://61.145.178.78:4022/udp/239.77.0.94:5146
山东卫视超清 (CAVS),http://61.145.178.78:4022/udp/239.77.0.132:5146
江西卫视,http://61.145.178.78:4022/udp/239.77.0.54:5146
江西卫视,http://61.145.178.78:4022/udp/239.77.1.73:5146
江西卫视高清,http://61.145.178.78:4022/udp/239.77.1.219:5146
江西卫视高清,http://61.145.178.78:4022/udp/239.77.0.149:5146
湖北卫视,http://61.145.178.78:4022/udp/239.77.0.56:5146
湖北卫视,http://61.145.178.78:4022/udp/239.77.1.44:5146
湖北卫视高清,http://61.145.178.78:4022/udp/239.77.1.93:5146
湖北卫视高清,http://61.145.178.78:4022/udp/239.77.1.174:5146
湖北卫视高清,http://61.145.178.78:4022/udp/239.77.0.95:5146
湖北卫视超清,http://61.145.178.78:4022/udp/239.77.0.128:5146
辽宁卫视,http://61.145.178.78:4022/udp/239.77.0.57:5146
辽宁卫视,http://61.145.178.78:4022/udp/239.77.1.62:5146
辽宁卫视高清,http://61.145.178.78:4022/udp/239.77.1.103:5146
辽宁卫视 高清,http://61.145.178.78:4022/udp/239.77.0.123:5146
辽宁卫视超清 (CAVS),http://61.145.178.78:4022/udp/239.77.0.161:5146
黑龙江卫视,http://61.145.178.78:4022/udp/239.77.0.58:5146
黑龙江卫视,http://61.145.178.78:4022/udp/239.77.1.71:5146
黑龙江卫视高清,http://61.145.178.78:4022/udp/239.77.1.6:5146
黑龙江卫视高清,http://61.145.178.78:4022/udp/239.77.1.179:5146
黑龙江卫视高清,http://61.145.178.78:4022/udp/239.77.0.93:5146
黑龙江卫视超清,http://61.145.178.78:4022/udp/239.77.0.124:5146
贵州卫视,http://61.145.178.78:4022/udp/239.77.0.59:5146
贵州卫视,http://61.145.178.78:4022/udp/239.77.1.61:5146
贵州卫视高清,http://61.145.178.78:4022/udp/239.77.1.221:5146
贵州卫视高清,http://61.145.178.78:4022/udp/239.77.0.230:5146
四川卫视,http://61.145.178.78:4022/udp/239.77.0.60:5146
四川卫视,http://61.145.178.78:4022/udp/239.77.1.30:5146
四川卫视高清,http://61.145.178.78:4022/udp/239.77.1.215:5146
四川卫视高清,http://61.145.178.78:4022/udp/239.77.0.159:5146
四川卫视超清 (CAVS),http://61.145.178.78:4022/udp/239.77.0.163:5146
河南卫视,http://61.145.178.78:4022/udp/239.77.0.61:5146
河南卫视,http://61.145.178.78:4022/udp/239.77.1.58:5146
河南卫视高清,http://61.145.178.78:4022/udp/239.77.1.229:5146
河南卫视高清,http://61.145.178.78:4022/udp/239.77.0.17:5146
云南卫视,http://61.145.178.78:4022/udp/239.77.0.62:5146
云南卫视,http://61.145.178.78:4022/udp/239.77.1.72:5146
云南卫视高清,http://61.145.178.78:4022/udp/239.253.43.37:5146
云南卫视高清,http://61.145.178.78:4022/udp/239.253.43.100:5146
重庆卫视,http://61.145.178.78:4022/udp/239.77.0.63:5146
重庆卫视,http://61.145.178.78:4022/udp/239.77.1.16:5146
重庆卫视高清,http://61.145.178.78:4022/udp/239.77.1.162:5146
重庆卫视高清,http://61.145.178.78:4022/udp/239.77.1.210:5146
重庆卫视高清,http://61.145.178.78:4022/udp/239.77.0.182:5146
河北卫视,http://61.145.178.78:4022/udp/239.77.0.64:5146
河北卫视,http://61.145.178.78:4022/udp/239.77.1.60:5146
河北卫视高清,http://61.145.178.78:4022/udp/239.77.1.214:5146
河北卫视高清,http://61.145.178.78:4022/udp/239.77.0.148:5146
东南卫视,http://61.145.178.78:4022/udp/239.77.0.65:5146
东南卫视,http://61.145.178.78:4022/udp/239.77.1.1:5146
东南卫视,http://61.145.178.78:4022/udp/239.77.1.213:5146
东南卫视高清,http://61.145.178.78:4022/udp/239.77.1.104:5146
福建东南卫视高清,http://61.145.178.78:4022/udp/239.77.0.146:5146
广西卫视,http://61.145.178.78:4022/udp/239.77.0.66:5146
广西卫视,http://61.145.178.78:4022/udp/239.77.1.59:5146
广西卫视高清,http://61.145.178.78:4022/udp/239.253.43.36:5146
广西卫视高清,http://61.145.178.78:4022/udp/239.77.0.139:5146
吉林卫视,http://61.145.178.78:4022/udp/239.77.0.67:5146
吉林卫视,http://61.145.178.78:4022/udp/239.77.1.45:5146
吉林卫视高清,http://61.145.178.78:4022/udp/239.77.1.111:5146
吉林卫视高清,http://61.145.178.78:4022/udp/239.77.0.150:5146
陕西卫视,http://61.145.178.78:4022/udp/239.77.0.68:5146
陕西卫视,http://61.145.178.78:4022/udp/239.77.1.54:5146
山西卫视,http://61.145.178.78:4022/udp/239.77.0.69:5146
山西卫视,http://61.145.178.78:4022/udp/239.77.1.74:5146
内蒙古卫视,http://61.145.178.78:4022/udp/239.77.0.70:5146
内蒙古卫视,http://61.145.178.78:4022/udp/239.77.1.55:5146
青海卫视,http://61.145.178.78:4022/udp/239.77.0.71:5146
青海卫视,http://61.145.178.78:4022/udp/239.77.1.70:5146
海南卫视,http://61.145.178.78:4022/udp/239.77.0.72:5146
海南卫视,http://61.145.178.78:4022/udp/239.77.1.51:5146
海南卫视高清,http://61.145.178.78:4022/udp/239.253.43.35:5146
海南卫视高清,http://61.145.178.78:4022/udp/239.253.43.101:5146
宁夏卫视,http://61.145.178.78:4022/udp/239.77.0.73:5146
宁夏卫视,http://61.145.178.78:4022/udp/239.77.1.47:5146
西藏卫视,http://61.145.178.78:4022/udp/239.77.0.74:5146
西藏卫视,http://61.145.178.78:4022/udp/239.77.1.49:5146
新疆卫视,http://61.145.178.78:4022/udp/239.77.0.75:5146
新疆卫视,http://61.145.178.78:4022/udp/239.77.1.53:5146
甘肃卫视,http://61.145.178.78:4022/udp/239.77.0.76:5146
甘肃卫视,http://61.145.178.78:4022/udp/239.77.1.57:5146
甘肃卫视高清,http://61.145.178.78:4022/udp/239.77.0.189:5146
兵团卫视,http://61.145.178.78:4022/udp/239.77.0.77:5146
兵团卫视,http://61.145.178.78:4022/udp/239.77.1.80:5146
厦门卫视,http://61.145.178.78:4022/udp/239.77.0.96:5146
三沙卫视,http://61.145.178.78:4022/udp/239.77.0.152:5146
三沙卫视,http://61.145.178.78:4022/udp/239.77.1.117:5146
吉林延边卫视,http://61.145.178.78:4022/udp/239.77.0.10:5146
延边卫视,http://61.145.178.78:4022/udp/239.77.1.99:5146



香港,#genre#

无线新闻,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻,mitv://147.135.39.171:9906/656e10050004486770b3650c61184545
无线新闻,http://feng163.com:9001/bysid/83
